,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__pipeline-1__pca__n_components,param_columntransformer__pipeline-1__tfidfvectorizer__dtype,param_columntransformer__pipeline-1__tfidfvectorizer__min_df,param_columntransformer__pipeline-1__tfidfvectorizer__ngram_range,param_columntransformer__pipeline-1__tfidfvectorizer__norm,param_columntransformer__pipeline-1__tfidfvectorizer__tokenizer,param_columntransformer__pipeline-1__tfidfvectorizer__use_idf,param_columntransformer__pipeline-2__pca__n_components,param_columntransformer__pipeline-2__standardscaler,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
39,82.62652961413066,3.2917536509170953,1.188977877298991,0.15090291304444456,0.8645599285531582,<class 'numpy.float64'>,2,"(2, 2)",,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.6516402774524841,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 0.8645599285531582, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.6516402774524841, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",0.4429934663955459,0.4796546757892587,0.4533814726295958,0.45867653827146676,0.015428099011569897,24
7,3.502293030420939,1.1174834434764622,0.7205266157786051,0.09986608933563174,0.45779401480255544,<class 'numpy.float32'>,8,"(1, 2)",l1,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.538162911948858,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 0.45779401480255544, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 8, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.538162911948858, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",0.4392406051678037,0.4667719409971459,0.4640513847122681,0.4566879769590726,0.012387048167121177,25
14,142.54457712173462,1.1218565144043608,0.6896343231201172,0.029613199217663096,0.2316660645419878,<class 'numpy.float32'>,1,"(2, 2)",,,False,0.12008743864130607,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 0.2316660645419878, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 1, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.12008743864130607, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",0.44420014178617817,0.48128646627701077,0.4248026353898851,0.450096414484358,0.023433314059543926,26
40,28.165366570154827,1.1719363913809502,0.7527344226837158,0.033610089629365354,0.14556902251373555,<class 'numpy.float64'>,4,"(1, 2)",,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.16297525137970736,StandardScaler(),"{'columntransformer__pipeline-1__pca__n_components': 0.14556902251373555, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.16297525137970736, 'columntransformer__pipeline-2__standardscaler': StandardScaler()}",0.4179638646710542,0.4559531767793521,0.452786532448218,0.44223452463287477,0.017210570595164593,27
15,8.332872072855631,0.8150615109447267,0.6797447204589844,0.0832033616739347,0.4694382846555917,<class 'numpy.float32'>,4,"(2, 2)",,<function stemming_tokenizer at 0x7f8d0c880180>,False,0.532854773920062,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 0.4694382846555917, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.532854773920062, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",0.4197032176029783,0.4713579920105525,0.41334138689308525,0.43480086550220537,0.025979939009497414,28
46,5.317633628845215,0.22778810743493236,0.673285722732544,0.020379853763914216,0.3975439767365012,<class 'numpy.float32'>,8,"(2, 2)",,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.5057143724883297,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 0.3975439767365012, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 8, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.5057143724883297, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",0.40869303012104863,0.4443325629561131,0.402680905209077,0.41856883276207957,0.01838230592394951,29
1,0.06587934494018555,0.007698932980363081,0.0,0.0,1.0626990977405282,<class 'numpy.float32'>,2,"(2, 2)",,,False,1.0246710416543685,drop,"{'columntransformer__pipeline-1__pca__n_components': 1.0626990977405282, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 1.0246710416543685, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
3,2.2114771207173667,0.058917466174824906,0.0,0.0,0.5731344372284368,<class 'numpy.float64'>,8,"(1, 2)",,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.681437772283032,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.5731344372284368, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 8, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.681437772283032, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
4,0.39894962310791016,0.021841212394689436,0.0,0.0,1.0437242481325344,<class 'numpy.float64'>,4,"(1, 1)",,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.555694181884332,StandardScaler(),"{'columntransformer__pipeline-1__pca__n_components': 1.0437242481325344, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.555694181884332, 'columntransformer__pipeline-2__standardscaler': StandardScaler()}",,,,,,30
8,0.04643893241882324,0.008190496464902811,0.0,0.0,1.057990319355896,<class 'numpy.float64'>,16,"(1, 1)",l1,,True,0.5139542196381425,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 1.057990319355896, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 16, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.5139542196381425, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",,,,,,30
9,367.53602902094525,8.00501070565239,0.0,0.0,0.34418116640960117,<class 'numpy.float64'>,1,"(1, 2)",l2,<function stemming_tokenizer at 0x7f8d0c880180>,False,0.4683564454903032,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.34418116640960117, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 1, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l2', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.4683564454903032, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
11,0.15523290634155273,0.031770359234345825,0.0,0.0,1.0757843271021468,<class 'numpy.float64'>,2,"(1, 1)",,,False,0.22007636465195574,StandardScaler(),"{'columntransformer__pipeline-1__pca__n_components': 1.0757843271021468, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.22007636465195574, 'columntransformer__pipeline-2__standardscaler': StandardScaler()}",,,,,,30
16,2.847382068634033,0.06789681941551581,0.0,0.0,0.675581177083419,<class 'numpy.float32'>,4,"(2, 2)",l1,,False,1.051796262505468,StandardScaler(),"{'columntransformer__pipeline-1__pca__n_components': 0.675581177083419, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 1.051796262505468, 'columntransformer__pipeline-2__standardscaler': StandardScaler()}",,,,,,30
18,8.370553652445475,0.22571437224779403,0.0,0.0,0.34954647937932315,<class 'numpy.float64'>,2,"(1, 1)",l1,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.6326730476627316,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.34954647937932315, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.6326730476627316, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
20,1.655197540918986,0.08470089351415981,0.0,0.0,0.4830787628099129,<class 'numpy.float64'>,4,"(1, 1)",,<function stemming_tokenizer at 0x7f8d0c880180>,False,0.1922815155714373,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.4830787628099129, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.1922815155714373, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
22,0.38347705205281574,0.015718786346923898,0.0,0.0,0.1971626671361107,<class 'numpy.float64'>,8,"(1, 1)",l1,,True,0.568779924816252,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.1971626671361107, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 8, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.568779924816252, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
25,63.823683977127075,1.8587096155033445,0.0,0.0,0.150537526939183,<class 'numpy.float64'>,2,"(2, 2)",l2,<function stemming_tokenizer at 0x7f8d0c880180>,False,1.0431793959160192,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.150537526939183, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l2', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 1.0431793959160192, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
29,66.09413385391235,2.4298392235865105,0.0,0.0,0.6893200663782164,<class 'numpy.float64'>,2,"(2, 2)",l2,<function stemming_tokenizer at 0x7f8d0c880180>,True,0.30963390522614703,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.6893200663782164, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l2', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.30963390522614703, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
31,0.21172118186950684,0.011757495364918517,0.0,0.0,1.0754279822064494,<class 'numpy.float64'>,2,"(1, 2)",l2,,False,0.843090710764478,StandardScaler(),"{'columntransformer__pipeline-1__pca__n_components': 1.0754279822064494, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l2', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.843090710764478, 'columntransformer__pipeline-2__standardscaler': StandardScaler()}",,,,,,30
34,356.1235677401225,1.719686611572447,0.0,0.0,0.7283528617475575,<class 'numpy.float64'>,1,"(1, 2)",,<function stemming_tokenizer at 0x7f8d0c880180>,True,1.0518388653149726,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 0.7283528617475575, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 1, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 1.0518388653149726, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",,,,,,30
36,1.8572778701782227,0.07796697716635749,0.0,0.0,0.6176825132167325,<class 'numpy.float64'>,4,"(1, 1)",l2,<function stemming_tokenizer at 0x7f8d0c880180>,False,0.5631118489404459,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.6176825132167325, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l2', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': <function stemming_tokenizer at 0x7f8d0c880180>, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.5631118489404459, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
37,0.5400593280792236,0.04911605345971311,0.0,0.0,0.9067726885899287,<class 'numpy.float64'>,16,"(1, 2)",,,True,0.274733965435198,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.9067726885899287, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 16, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.274733965435198, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
41,0.1039413611094157,0.005861123353343899,0.0,0.0,1.0285997874753983,<class 'numpy.float32'>,1,"(1, 1)",l1,,True,0.16389131085486014,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 1.0285997874753983, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 1, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 1), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.16389131085486014, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",,,,,,30
42,0.4863131046295166,0.02077665500208425,0.0,0.0,0.679866690050942,<class 'numpy.float64'>,16,"(1, 2)",,,True,0.3314699248447333,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.679866690050942, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 16, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.3314699248447333, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
45,52.70116949081421,2.2557479127649844,0.0,0.0,0.577891936732948,<class 'numpy.float64'>,2,"(1, 2)",,,False,0.23676337141391335,drop,"{'columntransformer__pipeline-1__pca__n_components': 0.577891936732948, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float64'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 2, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': None, 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.23676337141391335, 'columntransformer__pipeline-2__standardscaler': 'drop'}",,,,,,30
47,0.27002835273742676,0.026754782709479265,0.0,0.0,1.0719465695341073,<class 'numpy.float32'>,1,"(2, 2)",l1,,False,0.8744445576891444,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 1.0719465695341073, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 1, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (2, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': False, 'columntransformer__pipeline-2__pca__n_components': 0.8744445576891444, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",,,,,,30
48,0.1406892935434977,0.00741992009378417,0.0,0.0,1.051917801714456,<class 'numpy.float32'>,4,"(1, 2)",l1,,True,0.3503720974736916,passthrough,"{'columntransformer__pipeline-1__pca__n_components': 1.051917801714456, 'columntransformer__pipeline-1__tfidfvectorizer__dtype': <class 'numpy.float32'>, 'columntransformer__pipeline-1__tfidfvectorizer__min_df': 4, 'columntransformer__pipeline-1__tfidfvectorizer__ngram_range': (1, 2), 'columntransformer__pipeline-1__tfidfvectorizer__norm': 'l1', 'columntransformer__pipeline-1__tfidfvectorizer__tokenizer': None, 'columntransformer__pipeline-1__tfidfvectorizer__use_idf': True, 'columntransformer__pipeline-2__pca__n_components': 0.3503720974736916, 'columntransformer__pipeline-2__standardscaler': 'passthrough'}",,,,,,30
